Name,RA(2000),DEC(2000),redsh,Vmag,Radio Fl,X Fl(mJ,Class
Q 1229+4639,12 32 04.2,46 22 36,0.165,17.8,0.,0.000,Galaxy unbarred
Q 1229+1250,12 32 17.5,12 33 59,1.246,17.5,0.,0.000,QSO radio quiet
KP 1229.8+07.7,12 32 22.1,07 30 35,2.760,19.2,0.,0.000,QSO radio quiet
SBS 1229+571,12 32 15.2,56 55 18,0.644,17.7,0.,0.055,QSO radio quiet
Q 1230+1638,12 32 32.5,16 21 53,1.097,18.6,0.,0.000,QSO radio quiet
Q 1230+1427,12 32 37.1,14 10 56,0.422,18.2,0.,0.000,QSO radio quiet
Q 1230+4753,12 32 29.7,47 36 54,2.246,19.4,0.,0.000,QSO radio quiet
Q 1230-1105,12 32 41.8,-11 22 30,1.399,20.3,0.,0.000,QSO radio quiet
Q 1230+1042,12 32 39.4,10 26 03,2.420,18.4,0.,0.000,QSO radio quiet
Q 1230+120,12 32 43.0,11 46 27,1.990,18.8,0.,0.000,QSO radio quiet
Q 1230-1045,12 32 51.2,-11 01 53,1.540,20.6,0.,0.000,QSO radio quiet
Q 1230+1430,12 32 48.7,14 14 27,0.332,17.3,0.,0.000,QSO radio quiet
Q 1230-1107,12 32 55.2,-11 23 37,2.614,20.1,0.,0.000,QSO radio quiet
Q 1230+1318,12 32 54.5,13 02 07,2.304,19.9,0.,0.000,QSO radio quiet
Q 1230-1043,12 32 59.2,-10 59 58,1.934,18.9,0.,0.000,QSO radio quiet
FBQS1232+30,12 32 52.7,30 15 24,0.900,17.5,0.,0.000,QSO radio quiet
HE 1230-2347,12 33 05.5,-24 03 35,1.841,16.4,0.,0.000,QSO radio quiet
J10.10,12 33 05.8,-20 43 08,1.970,18.2,0.,0.000,QSO radio quiet
Q 1230-0015,12 33 04.0,-00 31 35,0.470,16.7,88.,0.000,QSO radio loud
SBS 1230+559,12 32 55.2,55 41 23,1.988,17.7,0.,0.000,QSO radio quiet
Q 1230+1627A,12 33 10.2,16 11 26,0.918,18.4,0.,0.000,QSO radio quiet
Q 1230+1627B,12 33 10.5,16 10 53,2.735,17.4,0.,0.000,QSO radio quiet
Q 1230+1705,12 33 10.7,16 49 06,1.420,18.1,0.,0.000,QSO radio quiet
Q 1230+146,12 33 12.1,14 23 53,0.313,18.2,0.,0.000,Galaxy unbarred
Q 1230+1052,12 33 17.8,10 35 38,1.377,17.2,0.,0.000,QSO radio quiet
Q 1230+1756,12 33 23.5,17 40 06,1.179,18.4,0.,0.000,QSO radio quiet
Q 1230+0947,12 33 25.8,09 31 23,0.420,15.8,0.,0.101,QSO radio quiet
Q 1230+1345,12 33 27.3,13 29 24,0.843,17.9,0.,0.000,QSO radio quiet
Q 1230+0941,12 33 29.7,09 25 17,1.850,18.1,0.,0.000,QSO radio quiet
Q 1230+4755,12 33 22.9,47 38 43,2.230,19.4,19.,0.000,QSO radio loud flat
Q 1231+0816,12 33 32.9,08 00 16,1.510,17.9,0.,0.000,QSO radio quiet
Q 1231+4636,12 33 32.4,46 20 17,0.081,18.4,0.,0.000,Galaxy unbarred
HS 1231+4814,12 33 35.0,47 57 59,0.380,17.1,0.,0.068,QSO radio quiet
CSO  150,12 33 41.7,31 01 02,0.290,15.4,0.,0.118,QSO radio quiet
J10.09,12 33 51.5,-21 03 45,0.000,15.6,0.,0.000,Seyfert type 1
Q 1231+1728,12 33 48.9,17 11 56,0.623,18.3,0.,0.064,QSO radio quiet
Q 1231+1518,12 33 54.4,15 02 04,1.746,18.4,0.,0.000,QSO radio quiet
Q 1231+1320,12 33 55.6,13 04 08,2.380,18.4,0.,0.000,QSO radio quiet
Q 1231+1627,12 33 56.5,16 10 53,0.999,18.5,0.,0.000,QSO radio quiet
CSO  151,12 33 55.4,29 07 48,2.011,15.7,0.,0.000,QSO radio quiet
Q 1231-0209,12 34 04.8,-02 26 28,1.443,18.0,0.,0.000,QSO radio quiet
Q 1231-1058,12 34 06.4,-11 14 59,2.319,19.1,0.,0.000,QSO radio quiet
Q 1231+4748,12 34 06.8,47 32 00,0.292,19.5,0.,0.000,Galaxy unbarred
GB 1231+482,12 34 13.4,47 53 53,0.375,17.4,273.,0.036,QSO radio loud flat
B2 1231+24B,12 34 25.6,24 31 45,0.000,17.2,204.,0.000,QSO radio loud steep
Q 1231+0813,12 34 29.5,07 57 07,1.190,17.7,0.,0.003,QSO radio quiet
Q 1231+1203,12 34 30.6,11 47 10,1.217,18.2,0.,0.000,QSO radio quiet
Q 1232-1059,12 34 39.2,-11 16 22,2.263,20.4,0.,0.000,QSO radio quiet
Q 1232+0815,12 34 37.6,07 58 42,2.567,18.9,0.,0.000,QSO radio quiet
Q 1232-1051,12 34 45.4,-11 07 33,2.246,21.4,0.,0.000,QSO radio quiet
Q 1232+4752,12 34 33.4,47 36 23,0.032,18.2,0.,0.000,Galaxy unbarred
IRAS 12323-3659,12 35 03.8,-37 15 34,0.030,0.0,0.,0.000,Seyfert type 2
Q 1232+1139,12 34 56.5,11 23 16,2.872,18.4,0.,0.000,QSO radio quiet
IC 3528,12 34 55.9,15 33 56,0.046,15.2,0.,0.033,Seyfert type 1
Q 1232+134,12 34 58.2,13 08 55,2.363,19.2,0.,0.000,QSO radio quiet
Q 1232-1113,12 35 02.6,-11 30 29,2.400,20.6,0.,0.000,QSO radio quiet
6A1,12 35 05.9,-00 30 23,1.890,18.6,0.,0.000,QSO radio quiet
Q 1232-0051,12 35 10.5,-01 07 46,2.783,18.1,0.,0.000,QSO radio quiet
Q 1232+1433,12 35 08.8,14 17 16,0.920,18.3,0.,0.000,QSO radio quiet
SBS 1232+555,12 34 57.7,55 17 59,1.954,18.2,0.,0.000,QSO radio quiet
NGC 4507,12 35 36.5,-39 54 33,0.012,13.5,22.,0.000,Seyfert type 1
QNY1:13,12 35 30.0,-00 41 41,1.579,18.8,0.,0.000,QSO radio quiet
WDM  8,12 35 27.8,12 13 39,0.723,17.2,0.,0.000,QSO radio quiet
PKS 1233-24,12 35 37.8,-25 12 15,0.355,17.2,670.,0.000,QSO radio loud steep
Q 1233+4749,12 35 22.9,47 32 29,1.669,0.0,0.,0.000,QSO
Q 1233-1057,12 35 37.3,-11 14 11,1.884,20.2,0.,0.000,QSO radio quiet
Q 1233+4754,12 35 25.1,47 37 41,0.191,20.8,0.,0.000,Galaxy unbarred
Q 1233-1059,12 35 39.1,-11 15 34,1.485,19.1,0.,0.000,QSO radio quiet
K06.08,12 35 46.0,-30 50 53,3.100,18.4,0.,0.000,QSO radio quiet
PC 1233+4752,12 35 31.1,47 36 06,4.447,20.3,0.,0.000,QSO radio quiet
QNY1:02,12 35 47.6,-01 09 06,1.471,19.9,0.,0.000,QSO radio quiet
Q 1233-1050,12 35 49.4,-11 06 58,1.902,18.6,0.,0.000,QSO radio quiet
HE 1233-2313,12 35 53.6,-23 29 39,0.238,16.5,0.,0.296,QSO radio quiet
WEE  58,12 35 47.2,25 44 47,2.040,20.2,0.,0.003,QSO radio quiet
MS 12333+7426,12 35 17.3,74 10 20,0.084,16.8,0.,0.053,Seyfert type 1
QNY1:06,12 35 53.7,-01 11 49,1.470,19.2,0.,0.000,QSO radio quiet
WEE  59,12 35 50.1,26 00 42,2.090,20.7,0.,0.000,QSO radio quiet
Q 1233-1047,12 35 57.1,-11 03 46,2.120,20.9,0.,0.000,QSO radio quiet
Q 1233+1532,12 35 54.7,15 15 35,0.228,17.9,0.,0.048,Galaxy unbarred
QNY1:09,12 36 02.5,-00 52 35,1.097,20.8,0.,0.000,QSO radio quiet
12336+264,12 35 57.5,26 13 24,2.400,18.8,0.,0.003,QSO radio quiet
Q 1233+0040,12 36 02.9,00 23 42,1.573,18.1,0.,0.000,QSO radio quiet
SBS 1233+594,12 35 49.4,59 10 28,2.824,16.2,0.,0.000,QSO radio quiet
MC 1233+108,12 36 04.6,10 34 50,0.664,18.5,0.,0.000,QSO radio quiet
WEE  60,12 36 01.7,26 35 06,1.990,19.9,0.,0.012,QSO radio quiet
QNY1:08,12 36 08.8,-00 59 26,0.417,19.5,0.,0.000,Galaxy unbarred
QNY1:11,12 36 09.9,-00 48 03,1.874,21.0,0.,0.000,QSO radio quiet
Q 1233-1051,12 36 14.7,-11 07 47,2.760,19.3,0.,0.000,QSO radio quiet
Q 1233+1524,12 36 10.4,15 07 43,1.544,17.9,0.,0.000,QSO radio quiet
Q 1233+117,12 36 11.2,11 29 21,2.150,18.7,0.,0.000,QSO radio quiet
Q 1233+4752A,12 36 02.7,47 35 38,0.231,18.0,0.,0.011,Galaxy unbarred
RX J12359+5821,12 35 57.8,58 21 22,0.211,17.6,0.,0.166,Seyfert type 1
R11.12,12 36 19.1,-14 27 12,0.917,17.4,0.,0.125,QSO radio quiet
WEE  61,12 36 11.5,26 23 00,2.100,21.3,0.,0.003,QSO radio quiet
QNY1:12,12 36 31.1,-00 49 33,0.588,20.6,0.,0.000,Galaxy unbarred
QNY1:36,12 36 31.8,-00 52 60,1.784,20.9,0.,0.000,QSO radio quiet
WEE  62,12 36 27.1,26 31 54,1.820,19.5,0.,0.000,QSO radio quiet
B2 1234+26,12 36 31.3,26 35 09,2.100,21.3,155.,0.032,QSO radio loud steep
IC 3576,12 36 38.0,06 37 17,0.003,15.4,0.,0.000,Starburst galaxy
Q 1234-0212,12 36 39.9,-02 28 36,0.305,17.7,0.,0.000,QSO radio quiet
Q 1234+1429,12 36 37.3,14 13 16,1.596,18.1,0.,0.000,QSO radio quiet
SBS 1234+607,12 36 22.1,60 30 21,0.421,15.7,0.,0.000,QSO radio quiet
QNY1:30,12 36 41.5,-00 49 54,1.792,19.3,0.,0.000,QSO radio quiet
Q 1234-0209,12 36 48.5,-02 26 06,1.620,17.4,0.,0.000,QSO radio quiet
Q 1234+0848,12 36 47.3,08 32 19,0.028,17.7,0.,0.000,Galaxy unbarred
QNY1:17,12 36 49.9,-00 59 25,1.545,18.7,0.,0.000,QSO radio quiet
QNY1:25,12 36 49.9,-00 57 09,1.437,21.0,0.,0.000,QSO radio quiet
WEE  64,12 36 45.3,26 18 06,0.010,20.5,0.,0.000,Galaxy unbarred
NGC 4569,12 36 49.8,13 09 46,0.004,12.3,31.,0.002,Galaxy unbarred
WEE  65,12 36 51.0,26 25 12,2.090,20.2,0.,0.000,QSO radio quiet
RX J12368+2507,12 36 51.4,25 07 48,0.546,17.0,119.,0.102,QSO radio loud flat
QNY1:31,12 36 57.0,-00 41 07,1.686,19.8,0.,0.000,QSO radio quiet
QNY2:25,12 36 57.1,-00 06 18,1.870,20.5,0.,0.000,QSO radio quiet
Q 1234-1046,12 37 02.5,-11 03 29,2.316,20.5,0.,0.000,QSO radio quiet
QNY1:33,12 37 02.1,-00 37 57,0.753,19.8,0.,0.000,QSO radio quiet
QNY2:10,12 37 02.6,00 14 37,1.581,20.0,0.,0.000,QSO radio quiet
Q 1234+1217,12 37 01.5,12 00 54,0.664,18.1,0.,0.020,QSO radio quiet
QNY2:22,12 37 04.4,-00 03 21,2.038,19.9,0.,0.000,QSO radio quiet
WEE  67,12 36 59.9,25 59 48,0.020,19.7,0.,0.000,Galaxy unbarred
QNY2:21,12 37 08.6,00 03 29,2.003,19.0,0.,0.000,QSO radio quiet
HS 1234+4610,12 36 58.0,45 53 52,0.240,18.2,0.,0.067,Galaxy unbarred
WEE  68,12 37 04.8,25 56 36,1.550,20.1,0.,0.000,QSO radio quiet
B2 1234+33B,12 37 04.0,33 14 23,1.280,18.2,160.,0.000,QSO radio loud flat
RXJ12370+3020,12 37 05.6,30 20 05,0.000,20.5,3.,0.490,BL Lac
14A1,12 37 12.4,01 23 01,0.627,18.8,0.,0.004,QSO radio quiet
QNY2:15,12 37 12.9,00 11 59,2.003,20.3,0.,0.000,QSO radio quiet
QNY2:37,12 37 13.2,-00 09 39,0.943,19.9,0.,0.000,QSO radio quiet
14A2,12 37 13.3,01 23 00,0.722,19.1,0.,0.000,QSO radio quiet
Q 1234+4752,12 37 02.3,47 35 37,0.080,19.5,0.,0.000,Galaxy unbarred
Q 1234+4642,12 37 05.7,46 25 34,3.021,19.1,0.,0.000,QSO radio quiet
WEE  70,12 37 14.4,26 19 00,2.200,21.3,0.,0.005,QSO radio loud
Q 1234+0122,12 37 24.5,01 06 14,2.025,17.8,0.,0.000,QSO radio quiet
QNY1:28,12 37 28.0,-00 44 14,2.193,20.7,0.,0.000,QSO radio quiet
Q 1234+0956,12 37 26.1,09 39 45,0.202,17.3,0.,0.000,Seyfert type 1
Q 1234+1647,12 37 24.9,16 30 53,1.554,18.4,0.,0.000,QSO radio quiet
Q 1234+152,12 37 27.4,14 57 16,0.394,18.1,0.,0.000,QSO radio quiet
QNY3:34,12 37 31.0,00 44 28,1.802,19.8,0.,0.000,QSO radio quiet
MS 12349+6651,12 37 07.5,66 34 52,0.860,18.0,142.,0.091,QSO radio loud steep
QNY1:24,12 37 33.4,-00 52 48,0.788,20.4,0.,0.000,Galaxy unbarred
Q 1235+1335,12 37 33.5,13 19 07,0.150,17.2,0.,0.018,Galaxy unbarred
QNY3:27,12 37 36.6,00 38 35,0.980,19.3,0.,0.000,QSO radio quiet
QNY2:09,12 37 38.2,00 15 28,0.820,20.7,0.,0.000,Galaxy unbarred
Q 1235+148,12 37 36.4,14 36 41,2.694,18.6,0.,0.000,QSO radio quiet
WEE  72,12 37 35.0,25 56 31,2.300,21.3,0.,0.000,QSO radio quiet
QNY2:14,12 37 41.4,00 17 28,1.873,20.8,0.,0.000,QSO radio quiet
QNY3:56,12 37 44.3,01 04 33,0.646,18.5,0.,0.004,QSO radio quiet
NGC 4579,12 37 43.5,11 49 05,0.005,11.7,57.,1.516,Seyfert type 1
QNY3:53,12 37 45.8,01 00 14,0.922,20.7,0.,0.000,QSO radio quiet
Q 1235-1050,12 37 48.6,-11 06 48,2.048,20.0,0.,0.000,QSO radio quiet
IC 3599,12 37 41.2,26 42 28,0.022,15.0,0.,0.012,Seyfert type 1
Q 1235+1123,12 37 44.6,11 06 58,0.947,17.8,40.,0.080,QSO radio loud
Q 1235-0019,12 37 49.6,-00 35 44,0.944,18.0,0.,0.000,QSO radio quiet
Q 1235+1807A,12 37 46.3,17 50 55,2.400,18.4,0.,0.000,QSO radio quiet
Q 1235+0939,12 37 48.5,09 23 22,0.122,17.1,0.,0.121,Galaxy unbarred
PKS 1235-182,12 37 54.4,-18 30 27,2.192,18.6,114.,0.000,QSO radio loud steep
QNY2:16,12 37 53.9,00 16 38,0.866,20.7,0.,0.000,Galaxy unbarred
Q 1235+0857,12 37 54.8,08 41 06,2.898,17.8,0.,0.000,QSO radio quiet
QNY2:19,12 37 56.5,00 00 59,1.122,20.8,0.,0.000,QSO radio quiet
Q 1235+1726,12 37 53.4,17 09 59,1.769,18.4,0.,0.000,QSO radio quiet
QNY3:22,12 37 57.2,00 46 14,1.890,20.8,0.,0.000,QSO radio quiet
QNY2:07,12 37 58.2,00 19 45,1.948,19.8,0.,0.000,QSO radio quiet
WEE  73,12 37 53.6,26 11 01,2.500,19.9,0.,0.000,QSO radio quiet
Q 1235+1557,12 37 55.9,15 41 03,1.160,18.4,0.,0.000,QSO radio quiet
MS1235.4+6315,12 37 38.9,62 58 42,0.297,18.6,7.,0.293,BL Lac
1H 1241+626.A,12 37 39.0,62 58 42,0.297,18.6,7.,0.293,BL Lac
QNY3:01,12 38 04.1,00 51 14,0.720,19.8,0.,0.000,QSO radio quiet
Q 1235+1536,12 38 01.7,15 20 28,1.362,18.3,0.,0.000,QSO radio quiet
TEX 1235-117,12 38 07.4,-11 59 25,1.320,17.7,87.,0.210,QSO radio loud
HE 1235-0857,12 38 08.5,-09 14 11,0.070,17.2,0.,0.258,Seyfert type 1
QNY3:20,12 38 06.8,00 31 24,0.794,19.4,0.,0.000,QSO radio quiet
QNY3:29,12 38 08.1,00 32 17,1.041,19.2,0.,0.000,QSO radio quiet
QNY3:07,12 38 08.4,00 52 46,0.808,19.5,0.,0.003,QSO radio quiet
QNY2:05,12 38 12.8,00 15 16,0.580,19.1,0.,0.000,QSO radio quiet
Q 1235+0216,12 38 13.1,02 00 19,0.672,17.3,0.,0.000,QSO radio quiet
QNY4:40,12 38 16.8,-00 56 57,1.404,19.5,0.,0.000,QSO radio quiet
QNY2:42,12 38 17.3,-00 16 08,0.823,20.6,0.,0.000,Galaxy unbarred
Q 1235+4637,12 38 06.0,46 21 08,0.061,17.9,0.,0.000,Galaxy unbarred
QNY3:49,12 38 23.1,01 08 32,1.220,19.5,0.,0.000,QSO radio quiet
Q 1235+1807B,12 38 20.3,17 50 37,0.449,16.9,2.,0.000,QSO radio quiet
Q 1235+1329,12 38 21.5,13 12 45,0.350,18.1,0.,0.013,QSO radio quiet
WEE  74,12 38 21.3,26 07 49,2.700,20.1,0.,0.000,QSO radio quiet
QNY5:56,12 38 27.4,-01 37 20,1.562,20.7,0.,0.000,QSO radio quiet
QNY2:02,12 38 28.2,00 19 06,0.976,20.0,0.,0.000,QSO radio quiet
QNY2:27,12 38 28.8,-00 10 37,1.571,20.0,0.,0.000,QSO radio quiet
Q 1235+1734,12 38 28.5,17 17 56,1.632,18.4,0.,0.000,QSO radio quiet
Q 1235+1131,12 38 30.1,11 15 29,0.362,17.9,0.,0.000,QSO radio quiet
QNY3:44,12 38 32.1,01 08 13,1.436,19.0,0.,0.000,QSO radio quiet
WEE  75,12 38 30.4,26 02 25,2.200,20.1,0.,0.000,QSO radio quiet
QNY4:30,12 38 37.1,-01 12 52,1.073,19.8,0.,0.000,QSO radio quiet
Q 1236+1802,12 38 35.6,17 45 43,0.517,18.4,1.,0.000,QSO radio loud
QNY2:32,12 38 40.6,-00 05 56,1.610,19.8,0.,0.000,QSO radio quiet
QNY2:29,12 38 44.5,-00 11 41,0.868,19.0,0.,0.000,QSO radio quiet
QNY4:42,12 38 48.4,-01 07 01,0.713,20.5,0.,0.000,Galaxy unbarred
S51236+842,12 37 08.3,83 57 06,0.226,18.9,286.,0.000,Radio Galaxy
Q 1236+1543,12 38 52.7,15 26 59,0.315,17.5,0.,0.000,QSO radio quiet
QNY4:45,12 38 56.1,-01 03 33,0.208,19.9,0.,0.000,Galaxy unbarred
QNY4:41,12 38 56.1,-00 59 32,1.843,18.4,0.,0.000,QSO radio quiet
Q 1236+1308,12 38 56.3,12 51 42,1.303,17.7,0.,0.000,QSO radio quiet
QNY3:08,12 39 00.6,00 51 38,1.590,19.0,0.,0.000,QSO radio quiet
QNY4:33,12 39 02.7,-01 09 36,0.727,20.5,0.,0.000,Galaxy unbarred
QNY5:45,12 39 04.9,-01 28 15,1.275,20.3,0.,0.000,QSO radio quiet
QNY3:04,12 39 10.0,00 49 29,1.257,20.7,0.,0.000,QSO radio quiet
Q 1236+0128,12 39 11.5,01 12 13,1.262,17.5,0.,0.000,QSO radio quiet
Q 1236+4637,12 39 03.5,46 21 20,0.049,17.5,0.,0.000,Galaxy unbarred
Q 1236+0903,12 39 15.9,08 46 38,0.498,17.3,0.,0.000,QSO radio quiet
Q 1236+1103,12 39 22.4,10 47 00,1.304,17.4,0.,0.000,QSO radio quiet
PKS 1236+077,12 39 24.6,07 30 17,0.400,18.2,670.,0.000,QSO radio loud flat
Q 1236-0207,12 39 28.0,-02 23 31,2.244,17.9,0.,0.000,QSO radio quiet
QNY4:53,12 39 32.8,-00 38 38,2.181,18.8,0.,0.000,QSO radio quiet
Q 1237+4642,12 39 26.2,46 25 45,0.166,18.2,0.,0.000,Galaxy unbarred
NGC 4593,12 39 39.4,-05 20 39,0.009,13.1,2.,2.532,Seyfert type 1
Q 1237+1157,12 39 37.6,11 40 42,0.885,17.9,0.,0.011,QSO radio quiet
Q 1237+0824,12 39 39.2,08 08 05,0.412,18.3,0.,0.000,QSO radio quiet
1Jy1237-101,12 39 43.0,-10 23 28,0.753,18.1,1310.,0.077,QSO radio loud flat
PKS 1237-10,12 39 43.2,-10 23 28,0.753,18.1,1310.,0.077,QSO radio loud flat
Q 1237+1436,12 39 40.2,14 20 23,1.844,18.3,0.,0.000,QSO radio quiet
QNY4:50,12 39 45.0,-00 42 58,1.281,19.3,0.,0.000,QSO radio quiet
Q 1237+0216,12 39 50.6,02 00 23,0.336,18.2,0.,0.000,QSO radio quiet
QNY5:26,12 39 51.6,-01 17 11,0.418,20.3,0.,0.000,Galaxy unbarred
Q 1237+1752,12 39 49.3,17 36 26,0.913,17.6,0.,0.000,QSO radio quiet
QNY4:52,12 39 53.0,-00 41 12,2.714,20.9,0.,0.000,QSO radio quiet
NGC 4594,12 39 59.3,-11 37 23,0.002,9.2,136.,0.243,Seyfert type 1
QNY5:27,12 39 57.8,-01 25 39,2.080,20.4,0.,0.000,QSO radio quiet
QNY4:15,12 39 57.9,-01 05 46,1.060,18.8,0.,0.000,QSO radio quiet
Q 1237+0834,12 39 56.5,08 18 01,1.075,17.9,0.,0.000,QSO radio quiet
Q 1237+1042,12 39 56.5,10 26 25,1.030,17.8,0.,0.000,QSO radio quiet
QNY4:18,12 39 59.9,-01 10 46,0.823,18.4,0.,0.000,QSO radio quiet
KUV 12375+2805,12 39 55.2,27 48 08,1.830,16.2,0.,0.000,QSO radio quiet
QNY4:64,12 40 03.1,-00 40 55,1.213,20.9,0.,0.000,QSO radio quiet
Q 1237+1515,12 40 03.7,14 59 06,2.054,18.1,0.,0.000,QSO radio quiet
UM 510,12 40 10.8,00 51 28,1.808,18.1,0.,0.000,QSO radio quiet
Q 1237-0239,12 40 12.1,-02 56 27,1.708,18.2,0.,0.000,QSO radio quiet
HS 1237+4922,12 39 58.5,49 05 39,0.240,17.9,0.,0.000,Galaxy unbarred
Q 1237+4755,12 39 59.3,47 38 51,0.032,17.7,0.,0.000,Galaxy unbarred
Q 1237+1508,12 40 09.8,14 51 42,2.064,18.3,0.,0.000,QSO radio quiet
Q 1237+1100,12 40 10.8,10 44 11,0.881,18.2,1.,0.000,QSO radio quiet
Q 1237+1325,12 40 13.2,13 09 28,1.727,18.0,0.,0.000,QSO radio quiet
Q 1237+1536,12 40 15.5,15 19 53,1.156,18.4,0.,0.000,QSO radio quiet
Q 1237+1506,12 40 18.8,14 50 28,1.657,18.1,0.,0.000,QSO radio quiet
Q 1237+0950,12 40 21.2,09 33 46,0.736,17.6,0.,0.000,QSO radio quiet
Q 1237+1212,12 40 21.0,11 55 40,2.293,18.6,0.,0.000,QSO radio quiet
HE 1237-2252,12 40 28.4,-23 09 26,0.096,17.5,0.,0.273,Seyfert type 1
QNY5:36,12 40 24.8,-01 39 24,2.085,19.8,0.,0.000,QSO radio quiet
Q 1237+4751,12 40 13.5,47 34 43,1.832,19.1,0.,0.000,QSO radio quiet
Q 1237+4750,12 40 13.9,47 33 56,0.116,17.8,0.,0.000,Galaxy unbarred
B2 1237+35,12 40 21.2,35 02 59,1.194,17.2,65.,0.000,QSO radio loud steep
QNY5:39,12 40 31.8,-01 38 14,1.488,20.7,0.,0.000,QSO radio quiet
Q 1237+0204,12 40 31.8,01 48 16,0.665,17.2,0.,0.000,QSO radio quiet
Q 1238+1006,12 40 35.5,09 49 41,1.046,17.7,0.,0.076,QSO radio quiet
HE 1238-0944,12 40 39.5,-10 01 20,2.090,17.2,0.,0.000,QSO radio quiet
Q 1238+3757,12 40 28.7,37 41 30,0.320,18.2,0.,0.053,Galaxy unbarred
Q 1238+0859,12 40 39.4,08 42 50,1.095,18.3,0.,0.000,QSO radio quiet
Q 1238+3755,12 40 35.2,37 39 16,0.188,18.1,0.,0.000,Galaxy unbarred
ESO 381-G08,12 40 52.9,-36 45 21,0.011,13.5,33.,0.000,Seyfert type 2
Q 1238+1401,12 40 42.3,13 45 14,0.641,18.1,0.,0.065,QSO radio quiet
Q 1238+1412,12 40 47.1,13 55 50,1.726,18.4,0.,0.000,QSO radio quiet
UM 511,12 41 08.5,00 22 56,1.361,18.1,0.,0.000,QSO radio quiet
Q 1238+1013,12 41 08.8,09 57 30,1.184,17.8,0.,0.000,QSO radio quiet
F861:177,12 41 14.6,-00 22 11,1.601,21.2,0.,0.000,QSO radio quiet
F861:171,12 41 26.8,-00 27 14,2.067,20.0,0.,0.000,QSO radio quiet
F861:165,12 41 34.2,-00 42 57,1.299,18.9,0.,0.000,QSO radio quiet
F861:163,12 41 37.4,-00 20 32,1.576,19.0,0.,0.000,QSO radio quiet
Q 1239+0955,12 41 35.9,09 39 31,2.013,18.1,0.,0.000,QSO radio quiet
HE 1239-0726,12 41 45.4,-07 42 54,1.182,16.8,0.,0.000,QSO radio quiet
F861:156,12 41 45.8,-00 38 54,1.506,19.8,0.,0.000,QSO radio quiet
RXJ12418-1455,12 41 49.4,-14 55 58,0.000,17.3,42.,0.294,BL Lac
RXJ12416+3440,12 41 41.4,34 40 31,0.000,19.0,8.,0.185,BL Lac
1ES1239+069,12 41 48.3,06 36 01,0.150,19.4,10.,0.846,BL Lac
MS 12392+3219,12 41 44.3,32 02 56,0.053,17.1,0.,0.175,Seyfert type 1
NGC 4619,12 41 43.5,35 03 34,0.023,12.9,0.,0.217,Seyfert type 1
HS 1239+4950,12 41 39.7,49 34 05,0.460,17.1,45.,0.125,QSO radio loud steep
Q 1239-0231,12 41 57.3,-02 47 32,1.234,17.4,0.,0.000,QSO radio quiet
F861:134,12 42 01.7,-00 42 15,1.120,21.2,0.,0.000,QSO radio quiet
Q 1239+0028,12 42 02.7,00 12 28,1.214,17.2,1.,0.000,QSO radio quiet
Q 1239+1435,12 42 06.1,14 19 21,1.948,17.3,0.,0.000,QSO radio quiet
Q 1239+1118,12 42 11.2,11 02 26,1.487,17.7,1.,0.000,QSO radio quiet
1Jy1239-044,12 42 19.4,-04 46 19,0.480,21.0,1010.,0.000,Radio Galaxy radio l
WAS 61,12 42 11.4,33 17 07,0.045,14.8,0.,0.504,Seyfert type 1
Q 1239+0249,12 42 20.1,02 32 57,2.216,18.2,0.,0.000,QSO radio quiet
F861:117,12 42 21.8,-00 39 02,1.610,21.2,0.,0.000,QSO radio quiet
F861:115,12 42 29.2,-00 32 59,1.300,21.6,0.,0.000,QSO radio quiet
4C 44.20,12 42 19.2,43 56 08,0.610,17.7,170.,0.000,QSO radio loud steep
M10.15,12 42 37.0,-24 42 40,0.082,15.4,0.,0.000,Seyfert type 1
Q 1240+1754,12 42 37.3,17 38 17,0.458,17.3,0.,0.000,QSO radio quiet
Q 1240+1546,12 42 38.5,15 29 35,0.070,15.4,0.,0.281,Seyfert type 1
Q 1240+0246,12 42 44.6,02 29 53,0.934,17.8,0.,0.000,QSO radio quiet
Q 1240+0224,12 42 47.2,02 08 16,0.790,17.6,9.,0.000,QSO radio loud
F861:095,12 42 49.8,-00 25 42,1.320,21.6,0.,0.000,QSO radio quiet
F861:093,12 42 50.9,-00 36 42,1.309,21.2,0.,0.000,QSO radio quiet
F861:089,12 42 55.0,-00 33 60,1.413,21.4,0.,0.000,QSO radio quiet
NGC 4639,12 42 52.6,13 15 31,0.001,11.6,0.,0.070,Seyfert type 1
Q 1240+1516,12 42 53.4,14 59 52,2.297,18.4,0.,0.000,QSO radio quiet
F861:087,12 42 57.4,-00 30 17,2.475,21.7,0.,0.000,QSO radio quiet
F861:085,12 42 59.1,-00 19 43,2.874,21.4,0.,0.000,QSO radio quiet
B2 1240+38,12 42 51.3,37 51 01,1.316,19.1,579.,0.000,QSO radio loud flat
S41240+381,12 42 51.3,37 50 59,1.316,19.7,579.,0.000,QSO radio loud flat
PKS 1240-294,12 43 10.7,-29 43 24,1.133,17.7,410.,0.166,QSO radio loud steep
Q 1240+1551,12 43 00.9,15 35 11,0.573,18.5,0.,0.000,QSO radio quiet
CBS  63,12 42 58.1,29 24 01,0.397,16.7,0.,0.000,QSO radio quiet
Q 1240+1607,12 43 03.6,15 50 47,2.360,18.5,0.,0.000,QSO radio quiet
